state,Area name,Less than a high school diploma,High school diploma only,Some college or associate's degree,Bachelor's degree or higher,Percent of adults with less than a high school diploma,Percent of adults with a high school diploma only,Percent of adults completing some college or associate's degree,Percent of adults with a bachelor's degree or higher
KY,Larue ,"1,742","3,978","3,185",998,17.6,40.2,32.2,10.1
KY,Laurel ,"7,787","16,772","11,204","5,539",18.9,40.6,27.1,13.4
KY,Lawrence ,"2,717","4,669","2,420","1,087",24.9,42.9,22.2,10
KY,Lee ,"1,443","1,812","1,114",504,29.6,37.2,22.9,10.3
KY,Leslie ,"2,208","2,864","1,622",718,29.8,38.6,21.9,9.7
KY,Letcher ,"4,005","6,056","4,216","1,893",24.8,37.5,26.1,11.7
KY,Lewis ,"2,497","3,825","2,136","1,048",26.3,40.2,22.5,11
KY,Lincoln ,"3,673","7,391","3,947","1,874",21.8,43.8,23.4,11.1
KY,Livingston ,"1,095","2,969","1,852",759,16.4,44.5,27.7,11.4
KY,Logan ,"2,888","8,029","4,690","2,755",15.7,43.7,25.5,15
KY,Lyon ,770,"2,625","1,962","1,014",12.1,41.2,30.8,15.9
KY,McCracken ,"4,695","13,823","16,130","11,302",10.2,30.1,35.1,24.6
KY,McCreary ,"3,146","5,285","3,084",851,25.4,42.7,24.9,6.9
KY,McLean ,818,"2,643","2,167",770,12.8,41.3,33.9,12
KY,Madison ,"7,115","15,231","15,747","16,727",13,27.8,28.7,30.5
KY,Magoffin ,"2,723","2,882","2,364",857,30.9,32.7,26.8,9.7
KY,Marion ,"2,554","5,573","3,206","1,725",19.6,42.7,24.6,13.2
KY,Marshall ,"2,770","8,544","7,108","4,270",12.2,37.7,31.3,18.8
KY,Martin ,"2,292","3,312","2,120",714,27.2,39.3,25.1,8.5
KY,Mason ,"1,696","4,423","3,412","2,214",14.4,37.7,29.1,18.9
KY,Meade ,"2,274","6,629","6,898","3,526",11.8,34.3,35.7,18.2
KY,Menifee ,"1,103","2,043",990,527,23.7,43.8,21.2,11.3
KY,Mercer ,"2,223","5,773","4,386","2,633",14.8,38.4,29.2,17.5
KY,Metcalfe ,"1,615","2,586","1,872",918,23.1,37,26.8,13.1
KY,Monroe ,"1,900","2,999","1,592",961,25.5,40.2,21.4,12.9
KY,Montgomery ,"2,899","7,696","5,193","3,079",15.4,40.8,27.5,16.3
KY,Morgan ,"2,622","3,650","2,229","1,340",26.6,37.1,22.7,13.6
KY,Muhlenberg ,"4,226","9,412","5,708","2,417",19.4,43.2,26.2,11.1
KY,Nelson ,"3,290","11,805","10,161","5,236",10.8,38.7,33.3,17.2
KY,Nicholas ,"1,092","2,051","1,193",492,22.6,42.5,24.7,10.2
KY,Ohio ,"2,927","7,014","4,268","2,180",17.9,42.8,26,13.3
KY,Oldham ,"2,653","9,176","13,138","18,211",6.1,21.3,30.4,42.2
KY,Owen ,"1,282","3,693","1,673",731,17.4,50,22.7,9.9
KY,Owsley ,961,"1,152",498,504,30.9,37,16,16.2
KY,Pendleton ,"1,723","4,365","2,808","1,130",17.2,43.5,28,11.3
KY,Perry ,"4,385","6,574","5,599","2,333",23.2,34.8,29.6,12.3
KY,Pike ,"10,198","16,434","10,511","5,574",23.9,38.5,24.6,13
KY,Powell ,"1,639","3,527","1,993","1,232",19.5,42,23.8,14.7
KY,Pulaski ,"8,143","16,921","12,985","6,896",18.1,37.6,28.9,15.3
KY,Robertson ,337,518,432,245,22,33.8,28.2,16
KY,Rockcastle ,"2,655","5,175","2,780","1,262",22.4,43.6,23.4,10.6
KY,Rowan ,"2,303","4,140","3,837","3,731",16.4,29.5,27.4,26.6
KY,Russell ,"3,059","4,523","3,291","1,604",24.5,36.3,26.4,12.9
KY,Scott ,"3,343","10,611","10,928","9,955",9.6,30.5,31.4,28.6
KY,Shelby ,"4,683","9,873","9,544","7,714",14.7,31,30,24.2
KY,Simpson ,"1,720","5,446","3,294","1,732",14.1,44.7,27,14.2
KY,Spencer ,"1,299","4,460","4,381","2,564",10.2,35.1,34.5,20.2
KY,Taylor ,"2,354","6,530","4,469","3,175",14.2,39.5,27,19.2
KY,Todd ,"1,805","3,156","2,126","1,051",22.2,38.8,26.1,12.9
KY,Trigg ,"1,296","3,215","4,018","1,735",12.6,31.3,39.1,16.9
KY,Trimble ,959,"2,846","1,500",720,15.9,47.2,24.9,12
KY,Union ,"1,206","4,385","2,913","1,056",12.6,45.9,30.5,11
KY,Warren ,"9,417","21,486","22,249","23,437",12.3,28.1,29,30.6
KY,Washington ,"1,352","3,399","1,899","1,434",16.7,42,23.5,17.7
KY,Wayne ,"4,115","5,482","3,179","1,879",28.1,37.4,21.7,12.8
KY,Webster ,"1,687","4,177","2,310",892,18.6,46.1,25.5,9.8
KY,Whitley ,"4,686","8,615","5,345","4,424",20.3,37.3,23.2,19.2
KY,Wolfe ,"1,521","1,909","1,233",386,30.1,37.8,24.4,7.6
KY,Woodford ,"1,969","4,978","5,217","5,964",10.9,27.5,28.8,32.9
LA,Acadia Parish,"8,911","16,807","9,640","5,458",21.8,41.2,23.6,13.4
LA,Allen Parish,"3,607","7,699","4,353","2,283",20.1,42.9,24.3,12.7
LA,Ascension Parish,"9,106","25,345","22,799","20,953",11.6,32.4,29.2,26.8
LA,Assumption Parish,"4,103","6,798","3,049","1,589",26.4,43.7,19.6,10.2
LA,Avoyelles Parish,"6,714","10,804","6,909","3,358",24.2,38.9,24.9,12.1
LA,Beauregard Parish,"3,741","9,302","7,112","4,281",15.3,38.1,29.1,17.5
LA,Bienville Parish,"1,620","3,951","2,727","1,174",17.1,41.7,28.8,12.4
LA,Bossier Parish,"8,850","24,400","28,335","21,240",10.7,29.5,34.2,25.6
LA,Caddo Parish,"22,427","55,797","49,381","39,232",13.4,33.4,29.6,23.5
LA,Calcasieu Parish,"17,857","44,680","40,708","28,968",13.5,33.8,30.8,21.9
LA,Caldwell Parish,"1,600","2,934","1,293",964,23.6,43.2,19,14.2
LA,Cameron Parish,869,"1,857","1,507",558,18.1,38.8,31.5,11.6
LA,Catahoula Parish,"1,607","2,856","1,475",785,23.9,42.5,21.9,11.7
LA,Claiborne Parish,"2,234","4,923","2,978","1,742",18.8,41.4,25.1,14.7
LA,Concordia Parish,"3,070","5,559","3,077","1,711",22.9,41.4,22.9,12.8
LA,De Soto Parish,"3,249","7,887","4,679","2,619",17.6,42.8,25.4,14.2
LA,East Baton Rouge Parish,"27,246","76,449","79,005","96,897",9.7,27.3,28.3,34.7
LA,East Carroll Parish,"1,518","1,872","1,021",409,31.5,38.8,21.2,8.5
LA,East Feliciana Parish,"2,882","6,059","3,521","1,796",20.2,42.5,24.7,12.6
LA,Evangeline Parish,"5,461","8,586","4,766","2,773",25.3,39.8,22.1,12.8
LA,Franklin Parish,"3,184","5,753","2,874","1,599",23.7,42.9,21.4,11.9
LA,Grant Parish,"2,914","6,938","4,748","1,332",18.3,43.5,29.8,8.4
LA,Iberia Parish,"10,053","20,212","10,941","5,994",21.3,42.8,23.2,12.7
LA,Iberville Parish,"4,830","9,269","5,537","3,330",21,40.4,24.1,14.5
LA,Jackson Parish,"2,269","4,836","2,561","1,515",20.3,43.3,22.9,13.5
LA,Jefferson Parish,"44,549","95,090","85,657","79,756",14.6,31.2,28.1,26.1
LA,Jefferson Davis Parish,"3,918","8,641","4,873","3,301",18.9,41.7,23.5,15.9
LA,Lafayette Parish,"19,959","48,248","40,286","51,339",12.5,30.2,25.2,32.1
LA,Lafourche Parish,"15,007","26,613","13,649","10,968",22.7,40.2,20.6,16.6
LA,La Salle Parish,"2,294","4,199","2,326","1,221",22.8,41.8,23.2,12.2
LA,Lincoln Parish,"2,995","7,013","6,331","9,384",11.6,27.3,24.6,36.5
LA,Livingston Parish,"13,107","35,380","25,720","16,593",14.4,39,28.3,18.3
LA,Madison Parish,"1,920","2,972","1,776",959,25.2,39,23.3,12.6
LA,Morehouse Parish,"3,518","7,641","3,891","2,249",20.3,44.2,22.5,13
LA,Natchitoches Parish,"3,123","8,097","7,787","4,129",13.5,35,33.7,17.8
LA,Orleans Parish,"38,030","63,015","72,498","101,120",13.8,22.9,26.4,36.8
LA,Ouachita Parish,"13,796","34,179","28,391","24,462",13.7,33.9,28.2,24.3
LA,Plaquemines Parish,"2,608","5,277","4,408","2,994",17.1,34.5,28.8,19.6
LA,Pointe Coupee Parish,"3,054","6,221","3,839","2,350",19.7,40.2,24.8,15.2
LA,Rapides Parish,"12,774","32,580","23,640","17,832",14.7,37.5,27.2,20.5
LA,Red River Parish,"1,213","2,349","1,497",818,20.6,40,25.5,13.9
LA,Richland Parish,"2,806","5,576","3,483","1,856",20.5,40.6,25.4,13.5
LA,Sabine Parish,"2,420","7,659","4,264","2,163",14.7,46.4,25.8,13.1
LA,St. Bernard Parish,"5,223","11,054","9,701","3,643",17.6,37.3,32.8,12.3
LA,St. Charles Parish,"3,663","12,176","10,662","8,479",10.5,34.8,30.5,24.2
LA,St. Helena Parish,"1,781","2,930","1,593","1,017",24.3,40,21.8,13.9
LA,St. James Parish,"2,148","6,252","4,085","2,088",14.7,42.9,28,14.3
LA,St. John the Baptist Parish,"3,969","10,907","9,168","4,682",13.8,38,31.9,16.3
LA,St. Landry Parish,"12,844","21,964","11,248","7,592",23.9,40.9,21,14.2
LA,St. Martin Parish,"6,852","15,071","8,744","5,175",19.1,42,24.4,14.4
LA,St. Mary Parish,"6,521","17,443","7,247","3,690",18.7,50,20.8,10.6
LA,St. Tammany Parish,"16,752","45,120","52,208","57,516",9.8,26.3,30.4,33.5
LA,Tangipahoa Parish,"14,072","31,892","22,019","16,366",16.7,37.8,26.1,19.4
LA,Tensas Parish,706,"1,492",636,334,22.3,47.1,20.1,10.5
LA,Terrebonne Parish,"15,876","28,539","17,822","11,644",21.5,38.6,24.1,15.8
LA,Union Parish,"2,241","7,338","3,716","2,276",14.4,47.1,23.9,14.6
LA,Vermilion Parish,"8,494","16,478","8,767","5,594",21.6,41.9,22.3,14.2
LA,Vernon Parish,"3,929","11,496","10,116","5,173",12.8,37.4,32.9,16.8
LA,Washington Parish,"7,126","13,475","7,158","3,689",22.7,42.8,22.8,11.7
LA,Webster Parish,"4,579","11,355","7,257","4,130",16.8,41.6,26.6,15.1
LA,West Baton Rouge Parish,"2,605","6,735","4,440","3,577",15,38.8,25.6,20.6
LA,West Carroll Parish,"1,683","3,349","1,713",968,21.8,43.4,22.2,12.6
LA,West Feliciana Parish,"1,981","3,927","2,663","2,439",18,35.7,24.2,22.2
LA,Winn Parish,"1,902","4,452","2,345","1,467",18.7,43.8,23.1,14.4
ME,Androscoggin ,"7,241","27,228","23,508","16,540",9.7,36.5,31.5,22.2
ME,Aroostook ,"6,312","18,759","15,794","9,537",12.5,37.2,31.3,18.9
ME,Cumberland ,"10,387","46,659","54,577","97,804",5,22.3,26.1,46.7
ME,Franklin ,"1,584","8,013","6,475","5,474",7.4,37.2,30.1,25.4
ME,Hancock ,"2,427","13,350","12,208","13,358",5.9,32.3,29.5,32.3
ME,Kennebec ,"7,220","28,737","27,738","23,622",8.3,32.9,31.8,27.1
ME,Knox ,"1,890","10,059","8,765","9,317",6.3,33.5,29.2,31
ME,Lincoln ,"1,877","8,674","7,034","8,561",7.2,33.2,26.9,32.7
ME,Oxford ,"3,772","18,321","12,181","8,040",8.9,43.3,28.8,19
ME,Penobscot ,"9,046","36,073","33,132","29,141",8.4,33.6,30.9,27.1
ME,Piscataquis ,"1,293","5,218","4,046","2,368",10,40.4,31.3,18.3
ME,Sagadahoc ,"1,548","7,911","7,505","9,344",5.9,30.1,28.5,35.5
ME,Somerset ,"4,527","15,052","11,687","6,163",12.1,40.2,31.2,16.5
ME,Waldo ,"2,207","9,456","8,789","8,589",7.6,32.6,30.3,29.6
ME,Washington ,"2,710","9,099","6,645","4,854",11.6,39,28.5,20.8
ME,York ,"10,385","45,404","46,095","46,567",7,30.6,31.1,31.4
MD,Allegany ,"5,043","21,007","14,979","9,161",10,41.9,29.8,18.3
MD,Anne Arundel ,"30,657","93,031","106,936","159,821",7.9,23.8,27.4,40.9
MD,Baltimore ,"50,831","150,542","150,963","221,773",8.9,26.2,26.3,38.6
MD,Calvert ,"3,773","18,724","20,001","19,212",6.1,30.3,32.4,31.1
MD,Caroline ,"3,611","9,102","5,900","3,776",16.1,40.7,26.4,16.9
MD,Carroll ,"9,045","34,707","30,950","41,280",7.8,29.9,26.7,35.6
MD,Cecil ,"7,768","26,586","20,081","16,072",11,37.7,28.5,22.8
MD,Charles ,"7,240","32,983","34,476","30,379",6.9,31.4,32.8,28.9
MD,Dorchester ,"3,039","9,168","6,219","4,827",13.1,39.4,26.7,20.8
MD,Frederick ,"12,884","40,866","46,253","68,432",7.6,24.3,27.5,40.6
MD,Garrett ,"2,290","9,363","5,425","4,294",10.7,43.8,25.4,20.1
MD,Harford ,"12,561","46,075","52,724","62,062",7.2,26.6,30.4,35.8
MD,Howard ,"9,527","29,650","42,897","130,437",4.5,14,20.2,61.4
MD,Kent ,"1,672","3,982","3,516","4,759",12,28.6,25.2,34.2
MD,Montgomery ,"62,517","94,875","135,383","421,720",8.7,13.3,18.9,59
MD,Prince George's ,"82,288","156,769","172,415","199,620",13.5,25.7,28.2,32.7
MD,Queen Anne's ,"2,748","10,300","9,651","12,144",7.9,29.6,27.7,34.9
MD,St. Mary's ,"7,479","22,068","20,893","23,164",10.2,30,28.4,31.5
MD,Somerset ,"3,087","6,868","4,429","2,674",18.1,40.3,26,15.7
MD,Talbot ,"2,633","7,197","7,411","10,839",9.4,25.6,26.4,38.6
MD,Washington ,"13,723","37,982","30,357","22,409",13.1,36.4,29.1,21.4
MD,Wicomico ,"7,633","20,867","18,468","17,188",11.9,32.5,28.8,26.8
MD,Worcester ,"3,579","12,372","11,291","11,907",9.1,31.6,28.8,30.4
MD,Baltimore city,"64,129","126,763","101,071","132,615",15.1,29.9,23.8,31.2
MA,Massachusetts,"454,360","1,150,846","1,105,887","2,037,702",9.6,24.2,23.3,42.9
MA,Barnstable ,"7,448","40,194","46,899","70,795",4.5,24.3,28.4,42.8
MA,Berkshire ,"8,271","27,750","25,891","31,034",8.9,29.9,27.9,33.4
MA,Bristol ,"58,891","116,818","105,441","109,080",15.1,29.9,27,28
MA,Dukes ,575,"3,091","3,444","5,621",4.5,24.3,27.1,44.2
MA,Essex ,"57,928","135,741","133,206","212,106",10.7,25.2,24.7,39.4
MA,Franklin ,"3,670","14,911","14,843","19,786",6.9,28,27.9,37.2
MA,Hampden ,"46,509","93,236","90,654","85,913",14.7,29.5,28.7,27.2
MA,Hampshire ,"5,559","23,457","24,151","46,210",5.6,23.6,24.3,46.5
MA,Middlesex ,"76,765","218,287","205,211","616,179",6.9,19.6,18.4,55.2
MA,Nantucket ,380,"1,476","2,021","4,148",4.7,18.4,25.2,51.7
MA,Norfolk ,"29,903","95,171","104,770","258,768",6.1,19.5,21.4,53
MA,Plymouth ,"25,173","99,134","100,674","130,354",7.1,27.9,28.3,36.7
MA,Suffolk ,"79,176","122,750","100,097","244,827",14.5,22.4,18.3,44.8
MA,Worcester ,"54,112","158,830","148,585","202,881",9.6,28.1,26.3,35.9
MI,Alcona ,973,"3,333","2,865","1,334",11.4,39.2,33.7,15.7
MI,Alger ,759,"3,117","1,930","1,224",10.8,44.3,27.5,17.4
MI,Allegan ,"7,278","29,465","23,472","17,640",9.3,37.8,30.1,22.7
MI,Alpena ,"1,765","7,050","8,577","3,677",8.4,33.5,40.7,17.5
MI,Antrim ,"1,478","5,555","5,432","4,899",8.5,32,31.3,28.2
MI,Arenac ,"1,429","4,814","3,796","1,341",12.6,42.3,33.4,11.8
MI,Baraga ,697,"2,714","1,933",905,11.2,43.4,30.9,14.5
MI,Barry ,"3,071","15,812","14,518","8,422",7.3,37.8,34.7,20.1
MI,Bay ,"7,778","26,000","26,941","14,173",10.4,34.7,36,18.9
MI,Benzie ,856,"4,198","4,273","3,857",6.5,31.8,32.4,29.3
MI,Berrien ,"11,190","31,103","35,501","29,799",10.4,28.9,33,27.7
MI,Branch ,"3,289","12,451","10,135","4,271",10.9,41.3,33.6,14.2
MI,Calhoun ,"8,123","33,106","30,526","19,318",8.9,36.4,33.5,21.2
MI,Cass ,"4,441","12,159","13,005","6,975",12.1,33.2,35.6,19.1
MI,Charlevoix ,"1,236","5,676","6,350","5,961",6.4,29.5,33,31
MI,Cheboygan ,"1,821","7,339","6,222","3,972",9.4,37.9,32.1,20.5
MI,Chippewa ,"2,649","9,074","8,767","5,462",10.2,35,33.8,21
MI,Clare ,"3,417","8,546","7,700","2,710",15.3,38.2,34.4,12.1
MI,Clinton ,"3,110","14,346","19,007","16,716",5.8,27,35.7,31.4
MI,Crawford ,"1,142","3,512","3,795","1,950",11,33.8,36.5,18.8
MI,Delta ,"1,603","8,807","10,326","5,676",6.1,33.3,39.1,21.5
MI,Dickinson ,972,"6,279","6,412","4,937",5.2,33.8,34.5,26.5
MI,Eaton ,"4,658","21,320","29,812","20,445",6.1,28,39.1,26.8
MI,Emmet ,"1,481","5,847","8,515","8,059",6.2,24.5,35.6,33.7
MI,Genesee ,"26,624","88,970","104,807","58,329",9.6,31.9,37.6,20.9
MI,Gladwin ,"2,490","7,430","6,257","2,592",13.3,39.6,33.3,13.8
MI,Gogebic ,787,"4,432","4,235","2,330",6.7,37.6,35.9,19.8
MI,Grand Traverse ,"3,181","16,160","23,587","23,173",4.8,24.4,35.7,35.1
MI,Gratiot ,"2,645","11,374","10,162","3,938",9.4,40.4,36.1,14
MI,Hillsdale ,"3,649","12,046","10,244","5,319",11.7,38.5,32.8,17
MI,Houghton ,"1,517","7,160","5,498","7,041",7.2,33.7,25.9,33.2
MI,Huron ,"2,577","9,773","7,248","3,588",11.1,42.2,31.3,15.5
MI,Ingham ,"12,738","37,856","56,717","67,150",7.3,21.7,32.5,38.5
MI,Ionia ,"4,280","17,184","14,908","6,988",9.9,39.6,34.4,16.1
MI,Iosco ,"2,167","7,361","6,795","3,171",11.1,37.8,34.9,16.3
MI,Iron ,698,"3,832","2,575","1,647",8,43.8,29.4,18.8
MI,Isabella ,"3,205","12,045","11,859","11,159",8.4,31.5,31,29.2
MI,Jackson ,"10,304","36,202","39,822","23,483",9.4,33,36.3,21.4
MI,Kalamazoo ,"10,469","35,872","54,609","62,075",6.4,22,33.5,38.1
MI,Kalkaska ,"1,672","5,210","4,211","1,493",13.3,41.4,33.5,11.9
MI,Kent ,"41,102","103,202","129,390","148,413",9.7,24.4,30.7,35.2
MI,Keweenaw ,66,550,550,510,3.9,32.8,32.8,30.4
MI,Lake ,"1,538","3,848","2,632","1,019",17,42.6,29.1,11.3
MI,Lapeer ,"5,765","22,220","23,124","11,066",9.3,35.7,37.2,17.8
MI,Leelanau ,797,"3,623","5,079","7,111",4.8,21.8,30.6,42.8
MI,Lenawee ,"6,278","25,224","22,343","14,199",9.2,37.1,32.8,20.9
MI,Livingston ,"6,040","34,004","45,464","45,639",4.6,25.9,34.7,34.8
MI,Luce ,575,"1,840","1,588",779,12,38.5,33.2,16.3
MI,Mackinac ,810,"2,848","2,833","1,806",9.8,34.3,34.1,21.8
MI,Macomb ,"62,977","180,999","215,523","149,504",10.3,29.7,35.4,24.5
MI,Manistee ,"1,715","6,583","6,299","3,651",9.4,36.1,34.5,20
MI,Marquette ,"2,081","14,017","14,342","14,003",4.7,31.5,32.3,31.5
MI,Mason ,"1,587","6,975","7,435","4,830",7.6,33.5,35.7,23.2
MI,Mecosta ,"2,828","9,700","8,405","5,874",10.5,36.2,31.4,21.9
MI,Menominee ,"1,306","7,360","5,663","2,874",7.6,42.8,32.9,16.7
MI,Midland ,"3,323","16,881","18,149","19,789",5.7,29,31.2,34
MI,Missaukee ,"1,164","4,362","3,493","1,376",11.2,42,33.6,13.2
MI,Monroe ,"9,209","37,772","37,731","20,036",8.8,36.1,36,19.1
MI,Montcalm ,"5,300","17,475","15,315","5,673",12.1,39.9,35,13
MI,Montmorency ,972,"3,176","2,275",946,13.2,43.1,30.9,12.8
MI,Muskegon ,"10,771","40,566","43,822","22,425",9.2,34.5,37.3,19.1
MI,Newaygo ,"4,423","13,458","10,244","5,299",13.2,40.3,30.6,15.9
MI,Oakland ,"53,868","164,936","251,606","407,776",6.1,18.8,28.7,46.4
MI,Oceana ,"2,546","6,396","5,727","3,406",14.1,35.4,31.7,18.8
MI,Ogemaw ,"2,270","6,108","5,401","1,891",14.5,39,34.5,12.1
MI,Ontonagon ,364,"2,005","1,695",861,7.4,40.7,34.4,17.5
MI,Osceola ,"1,914","7,187","4,894","2,242",11.8,44.3,30.1,13.8
MI,Oscoda ,"1,030","2,323","2,160",661,16.7,37.6,35,10.7
MI,Otsego ,"1,357","5,847","5,869","4,170",7.9,33.9,34,24.2
MI,Ottawa ,"12,913","50,168","53,777","58,810",7.4,28.6,30.6,33.5
MI,Presque Isle ,"1,085","3,932","3,233","1,726",10.9,39.4,32.4,17.3
MI,Roscommon ,"1,908","7,691","6,475","2,816",10.1,40.7,34.3,14.9
MI,Saginaw ,"13,876","44,370","45,954","27,827",10.5,33.6,34.8,21.1
MI,St. Clair ,"10,689","38,628","42,500","20,564",9.5,34.4,37.8,18.3
MI,St. Joseph ,"5,258","15,559","13,546","6,416",12.9,38.2,33.2,15.7
MI,Sanilac ,"3,554","12,140","9,431","4,144",12.1,41.5,32.2,14.2
MI,Schoolcraft ,602,"2,695","1,826",963,9.9,44.3,30,15.8
MI,Shiawassee ,"3,613","17,352","18,633","8,215",7.6,36.3,39,17.2
MI,Tuscola ,"4,045","15,824","12,905","5,180",10.7,41.7,34,13.6
MI,Van Buren ,"6,587","16,350","17,631","10,739",12.8,31.9,34.4,20.9
MI,Washtenaw ,"10,800","33,896","57,051","125,423",4.8,14.9,25.1,55.2
MI,Wayne ,"166,003","353,763","383,495","275,102",14.1,30,32.5,23.3
MI,Wexford ,"2,408","8,426","7,966","4,099",10.5,36.8,34.8,17.9
MN,Aitkin ,"1,111","4,665","4,432","2,157",9,37.7,35.8,17.4
MN,Anoka ,"14,385","65,852","85,702","70,007",6.1,27.9,36.3,29.7
MN,Becker ,"1,697","7,379","8,358","5,644",7.4,32,36.2,24.5
MN,Beltrami ,"2,437","7,906","9,914","7,907",8.7,28.1,35.2,28.1
MN,Benton ,"2,027","8,233","10,274","5,979",7.6,31.1,38.8,22.6
MN,Big Stone ,357,"1,586","1,158",549,9.8,43.5,31.7,15
MN,Blue Earth ,"2,259","10,298","13,039","12,940",5.9,26.7,33.8,33.6
MN,Brown ,"1,285","6,502","5,979","3,519",7.4,37.6,34.6,20.4
MN,Carlton ,"1,460","8,470","9,294","5,571",5.9,34.2,37.5,22.5
MN,Carver ,"2,346","12,334","19,051","31,252",3.6,19,29.3,48.1
MN,Cass ,"1,750","7,001","7,602","4,731",8.3,33.2,36.1,22.4
MN,Chippewa ,771,"2,965","2,948","1,581",9.3,35.9,35.7,19.1
MN,Chisago ,"2,145","12,797","15,123","7,737",5.7,33.9,40,20.5
MN,Clay ,"1,950","9,675","13,699","12,747",5.1,25.4,36,33.5
MN,Clearwater ,864,"2,112","2,089",974,14.3,35,34.6,16.1
MN,Cook ,142,962,"1,315","1,783",3.4,22.9,31.3,42.4
MN,Cottonwood ,752,"2,759","2,640","1,650",9.6,35.4,33.8,21.2
MN,Crow Wing ,"2,844","13,779","17,759","11,032",6.3,30.3,39.1,24.3
MN,Dakota ,"14,448","58,074","91,276","117,629",5.1,20.6,32.4,41.8
MN,Dodge ,702,"4,676","4,821","3,285",5.2,34.7,35.8,24.4
MN,Douglas ,"1,318","7,857","10,615","6,747",5,29.6,40,25.4
MN,Faribault ,840,"3,804","3,534","1,773",8.4,38.2,35.5,17.8
MN,Fillmore ,"1,253","4,888","5,185","3,030",8.7,34,36.1,21.1
MN,Freeborn ,"2,214","8,131","7,819","3,652",10.1,37.3,35.8,16.7
MN,Goodhue ,"1,833","10,662","11,816","8,125",5.7,32.9,36.4,25
MN,Grant ,270,"1,427","1,716",822,6.4,33.7,40.5,19.4
MN,Hennepin ,"57,992","142,555","233,467","420,664",6.8,16.7,27.3,49.2
MN,Houston ,716,"4,462","4,925","3,188",5.4,33.6,37.1,24
MN,Hubbard ,"1,085","4,685","5,299","4,131",7.1,30.8,34.9,27.2
MN,Isanti ,"2,222","8,997","10,695","4,718",8.3,33.8,40.2,17.7
MN,Itasca ,"2,095","9,832","13,222","7,405",6.4,30.2,40.6,22.7
MN,Jackson ,489,"2,435","2,624","1,564",6.9,34.2,36.9,22
MN,Kanabec ,"1,091","4,565","4,050","1,656",9.6,40.2,35.6,14.6
MN,Kandiyohi ,"3,293","7,395","11,259","6,695",11.5,25.8,39.3,23.4
MN,Kittson ,184,"1,176",989,737,6,38.1,32,23.9
MN,Koochiching ,722,"3,385","3,635","1,657",7.7,36,38.7,17.6
MN,Lac qui Parle ,366,"1,840","1,841",953,7.3,36.8,36.8,19.1
MN,Lake ,323,"2,554","2,811","2,415",4,31.5,34.7,29.8
MN,Lake of the Woods ,242,"1,123",960,557,8.4,39,33.3,19.3
MN,Le Sueur ,"1,382","6,675","6,792","4,275",7.2,34.9,35.5,22.4
MN,Lincoln ,350,"1,542","1,397",741,8.7,38.3,34.7,18.4
MN,Lyon ,"1,316","5,481","5,540","4,205",8,33.1,33.5,25.4
MN,McLeod ,"1,732","8,997","9,549","4,422",7,36.4,38.7,17.9
MN,Mahnomen ,439,"1,275","1,239",410,13.1,37.9,36.8,12.2
MN,Marshall ,752,"2,411","2,154","1,251",11.4,36.7,32.8,19
MN,Martin ,"1,028","5,403","4,888","2,850",7.3,38.1,34.5,20.1
MN,Meeker ,"1,169","5,727","5,933","2,967",7.4,36.3,37.6,18.8
MN,Mille Lacs ,"1,796","6,731","6,415","2,703",10.2,38.1,36.4,15.3
MN,Morrison ,"2,272","8,784","7,905","3,909",9.9,38.4,34.6,17.1
MN,Mower ,"3,473","8,400","8,952","5,773",13.1,31.6,33.7,21.7
MN,Murray ,577,"2,263","2,058","1,138",9.6,37.5,34.1,18.9
MN,Nicollet ,"1,268","5,873","7,693","7,175",5.8,26.7,35,32.6
MN,Nobles ,"3,122","4,561","4,198","2,154",22.2,32.5,29.9,15.3
MN,Norman ,397,"1,744","1,579",838,8.7,38.3,34.6,18.4
MN,Olmsted ,"5,797","20,481","31,668","45,516",5.6,19.8,30.6,44
MN,Otter Tail ,"3,181","12,109","15,613","10,361",7.7,29.3,37.8,25.1
MN,Pennington ,728,"3,285","3,762","1,958",7.5,33.8,38.7,20.1
MN,Pine ,"2,196","8,437","7,464","3,078",10.4,39.8,35.2,14.5
MN,Pipestone ,774,"2,155","1,974","1,332",12.4,34.6,31.7,21.4
MN,Polk ,"1,726","6,837","7,522","5,115",8.1,32.3,35.5,24.1
MN,Pope ,517,"2,607","3,122","1,756",6.5,32.6,39,21.9
MN,Ramsey ,"35,551","75,283","97,990","150,759",9.9,20.9,27.3,41.9
MN,Red Lake ,185,"1,072","1,063",473,6.6,38.4,38.1,16.9
MN,Redwood ,957,"4,001","3,529","1,934",9.2,38.4,33.9,18.6
MN,Renville ,"1,114","3,733","3,959","1,480",10.8,36.3,38.5,14.4
MN,Rice ,"3,971","12,895","13,275","11,456",9.5,31,31.9,27.5
MN,Rock ,523,"2,144","2,259","1,474",8.2,33.5,35.3,23
MN,Roseau ,762,"3,640","4,018","2,014",7.3,34.9,38.5,19.3
MN,St. Louis ,"7,871","38,176","51,020","39,166",5.8,28,37.5,28.7
MN,Scott ,"4,801","20,820","30,145","36,166",5.2,22.6,32.8,39.3
MN,Sherburne ,"3,342","16,854","23,816","16,582",5.5,27.8,39.3,27.4
MN,Sibley ,933,"4,014","3,592","1,713",9.1,39.2,35,16.7
MN,Stearns ,"7,746","27,007","35,190","26,894",8,27.9,36.3,27.8
